Competizione;Livescore;Betting1X2;Vitibet;Forebet;Mybet;Zulubet;Pickforwin;Iambettor;Prosoccer;Scibet
Norvegia - 1st Division;Tromsdalen;Tromsdalen;TUIL Tromsdalen;Tromsdalen UIL;Tromsdalen;Tromsdalen;Tromsdalen;;TROMSDALEN UIL;Tromsdalen
Norvegia - 1st Division;Aasane Fotball;Asane;Asane Fotball;Asane Fotball;Aasane;Aasane Fotball;Åsane;;ASANE;Åsane Fotball
Norvegia - 1st Division;Strömmen;Strommen;Strommen IF;Strommen IF;Stroemmen;Strommen IF;Strømmen;;STROMMEN;Strømmen IF
Norvegia - 1st Division;Arendal FK;Arendal;Arendal Fotball;FK Arendal;Arendal Fotball;Arendal FK;Arendal;;ARENDAL;Arendal
Norvegia - 1st Division;Fredrikstad;Fredrikstad;Fredrikstad FK;Fredrikstad FK;Fredrikstad;Fredrikstad FK;Fredrikstad;;FREDRIKSTAD;Fredrikstad FK
Norvegia - 1st Division;Levanger;Levanger;Levanger FK;Levanger FK;Levanger;Levanger;Levanger;;LEVANGER FK;Levanger
Norvegia - 1st Division;Floro;Florø;Floro SK;Floro SK;Floroe;Florö;Florø;;;Florø SK
Norvegia - 1st Division;Kongsvinger;Kongsvinger;Kongsvinger IL;Kongsvinger;Kongsvinger;Kongsvinger IL;Kongsvinger;;KIL TOPPFOTBALL;Kongsvinger IL
Norvegia - 1st Division;Jerv FK;FK Jerv;FK Jerv;FK Jerv;Jerv;Jerv FK;Jerv;;JERV GRIMSTAD;FK Jerv
Norvegia - 1st Division;Elverum;Elverum;Elverum IL;Elverum Fotball;Elverum;Elverum;Elverum;;ELVERUM;Elverum
Svezia - Allsvenskan;Malmo FF;Malmo FF;Malmo FF;Malmö FF;Malmoe FF;Malmö FF;Malmö Ff;;MALMO FF;Malmö FF
Svezia - Allsvenskan;Jonkopings Sodra;Jonkopings Sodra;Jönköpings Södra IF;Jönköpings Södra;Joenkoepings Soedra;Jonkopings Sodra;Jönköpings Södra;;JONKOPINGS SODRA;Jönköpings Södra IF
Svezia - Allsvenskan;Orebro;Orebro SK;?rebro SK;Örebro SK;Oerebro;Örebro SK;Orebro;;OREBRO;Örebro SK
Svezia - Allsvenskan;Elfsborg;Elfsborg;IF Elfsborg;IF Elfsborg;Elfsborg;IF Elfsborg;Elfsborg;;ELFSBORG;IF Elfsborg
Svezia - Allsvenskan;IK Sirius FK;Sirius;IK Sirius Uppsala;Sirius IK;Sirius;IK Sirius FK;Sirius;;SIRIUS;IK Sirius
Svezia - Allsvenskan;IFK Norrköping;IFK Norrkoping;IFK Norrköping;Norrköping;IFK Norrkoeping;IFK Norrköping;Norrköping;;NORRKOPING;IFK Norrköping
Svezia - Allsvenskan;IFK Goteborg;IFK Goteborg;IFK Göteborg;IFK Göteborg;IFK Gothenburg;IFK Göteborg;Ifk Göteborg;;GOTEBORG;IFK Göteborg
Svezia - Allsvenskan;Hammarby;Hammarby;Hammarby IF;Hammarby IF;Hammarby;Hammarby IF;Hammarby;;HAMMARBY;Hammarby IF
Svezia - Allsvenskan;BK Hacken;BK Hacken;BK Häcken;BK Häcken;Haecken;BK Häcken;Hacken;;HACKEN;BK Häcken
Svezia - Allsvenskan;Djurgarden;Djurgarden;Djurgärdens IF FF;Djurgårdens IF;Djurgaarden;Djurgardens IF;Djurgården;;DJURGARDEN;Djurgårdens IF
Svezia - Allsvenskan;AIK;AIK;AIK Stockholm;AIK Fotboll;AIK;AIK IF;Aik;;AIK;AIK Solna
Svezia - Allsvenskan;Sundsvall;GIF Sundsvall;GIF Sundsvall;GIF Sundsvall;GIF Sundsvall;GIF Sundsvall;Gif Sundsvall;;SUNDSVALL;GIF Sundsvall
Svezia - Allsvenskan;Halmstads;Halmstad;Halmstads BK;Halmstads BK;Halmstads BK;Halmstads BK;Halmstad;;HALMSTAD;Halmstads BK
Svezia - Allsvenskan;Ostersunds FK;Ostersunds FK;?stersund FK;Östersunds FK;Oestersunds FK;Östersunds FK;Östersunds Fk;;OSTERSUND;Östersunds FK
Svezia - Allsvenskan;AFC Eskilstuna;AFC Eskilstuna;Athletic FC United;AFC Eskilstuna;AFC Eskilstuna;Athletic United;Afc United;;ESKILSTUNA;AFC Eskilstuna
Svezia - Allsvenskan;Kalmar FF;Kalmar FF;Kalmar FF;Kalmar FF;Kalmar FF;Kalmar FF;Kalmar;;KALMAR;Kalmar FF
Svezia - Superettan;Brommapojkarna;Brommapojkarna;IF Brommapojkarna;Brommapojkarna;Brommapojkarna;IF Brommapojkarna;Brommapojkarna;;BROMMAPOJKARNA;IF Brommapojkarna
Svezia - Superettan;IFK Varnamo;IFK Varnamo;IFK Värnamo;IFK Värnamo;IFK Vaernamo;IFK Värnamo;Varnamo;;VARNAMO;IFK Värnamo
Svezia - Superettan;Osters;Osters IF;?sters Växjö IF;Östers IF;Oesters IF;Östers IF;Osters;;OSTER;Östers IF
Svezia - Superettan;Dalkurd FF;Dalkurd FF;Dalkurd FF;Dalkurd FF;Dalkurd FF;;Dalkurd;;DALKURD;Dalkurd FF
Svezia - Superettan;Degerfors IF;Degerfors;Degerfors IF;Degerfors IF;Degerfors;Degerfors IF;Degerfors;;DEGERFORS;Degerfors IF
Svezia - Superettan;Helsingborg;Helsingborg;Helsingborgs IF;Helsingborg;Helsingborg;Helsingborgs IF;Helsingborg;;HELSINGBORG;Helsingborgs IF
Svezia - Superettan;Örgryte;Orgryte IS;?rgryte IS;Örgryte IS;Oergryte FF;Örgryte IS;Örgryte;;ORGRYTE;Örgryte IS
Svezia - Superettan;Varbergs BoIS;Varbergs BoIS FC;Varbergs BoIS;Varbergs BoIS;Varbergs BoIS FC;Varbergs Bois;Varbergs;;VARBERGS;Varbergs BoIS
Svezia - Superettan;Gefle;Gefle IF;Gefle IF;Gefle IF;Gefle;Gefle IF;Gefle;;GEFLE;Gefle IF
Svezia - Superettan;IK Frej;IK Frej;IK Frej Täby;IK Frej;IK Frej Taeby;IK Frej;Frej;;IK FREJ TABY;IK Frej
Svezia - Superettan;Syrianska FC;Syrianska FC;Syrianska Sodertalje;Syrianska FC;Syrianska;Syrianska FC;Syrianska;;SYRIANSKA;Syrianska FC
Svezia - Superettan;Falkenbergs FF;Falkenbergs FF;Falkenbergs FF;Falkenbergs FF;Falkenbergs FF;Falkenbergs FF;Falkenberg;;FALKENBERG;Falkenbergs FF
Svezia - Superettan;Trelleborgs;Trelleborgs FF;Trelleborgs FF;FC Trelleborg;Trelleborgs FF;Trelleborgs FF;Trelleborg Ff;;TRELLEBORG;Trelleborgs FF
Svezia - Superettan;GAIS Goteborg;GAIS;GAIS Göteborg;GAIS;GAIS;Gais;Gais;;GAIS GOTEBO;GAIS Göteborg
Svezia - Superettan;Norrby IF;Norrby IF;Norrby IF;Norrby IF;Norrby;Norrby IF;Norrby;;NORRBY;Norrby IF
Svezia - Superettan;Aatvidaberg;Atvidabergs FF;Ätvidabergs FF;Åtvidabergs FF;Aatvidaberg;Aatvidaberg FF;Åtvidaberg;;ATVIDABERG;Åtvidabergs FF
Finlandia - Veikkausliiga;HJK Helsinki;HJK Helsinki;HJK Helsinki;HJK Helsinki;HJK;HJK Helsinki;Hjk;;HJK HELSINKI;HJK Helsinki
Finlandia - Veikkausliiga;IFK Mariehamn;IFK Mariehamn;IFK Mariehamn;IFK Mariehamn;IFK Mariehamn;IFK Mariehamn;Mariehamn;;MARIEHAMN;IFK Mariehamn
Finlandia - Veikkausliiga;Inter Turku;FC Inter;FC Inter Turku;Inter Turku;FC Inter;FC Inter Turku;Inter Turku;;INTER TURKU;Inter Turku
Finlandia - Veikkausliiga;PS Kemi Kings;PS Kemi;PS Kemi;PS Kemi;PS Kemi;PS Kemi Kings;Ps Kemi;;KEMI KINGS;PS Kemi Kings
Finlandia - Veikkausliiga;Seinajoen JK;SJK;Seinajoen;Seinajoen JK;SJK;Seinajoen JK;Sjk;;;SJK Seinäjoki
Finlandia - Veikkausliiga;KuPS;KuPS Kuopio;KuPS Kuopio;KuPS Kuopio;KuPS;Kuopio PS;Kups;;KUOPIO;Kuopion PS
Finlandia - Veikkausliiga;FC Ilves;FC Ilves;Ilves Tampere;Ilves Tampere;Ilves;FC Ilves;Ilves;;ILVES TAMPERE;Ilves Tampere
Finlandia - Veikkausliiga;Vaasa PS;VPS Vaasa;VPS Vaasa;VPS Vaasa;VPS;Vaasa PS;Vps;;VAASA;Vaasan PS
Finlandia - Veikkausliiga;Rovaniemi Palloseura;RoPS;RoPS Rovaniemi;RoPS Rovaniemi;RoPS;Rovaniemi Palloseura;Rops;;ROVANIEMI ROPS;Rovaniemi PS
Finlandia - Veikkausliiga;Lahti;Lahti;FC Lahti;FC Lahti;FC Lahti;FC Lahti;Lahti;;LAHTI;FC Lahti
Finlandia - Veikkausliiga;HIFK;HIFK;HIFK Helsinki;HIFK Helsinki;HIFK;Hifk;Hifk;;HELSINKI IFK;HIFK Helsinki
Finlandia - Veikkausliiga;JJK Jyväskylä;JJK;JJK Jyväskylä;JJK Jyväskylä;JJK;JJK Jyvaskyla;Jjk;;JJK JYVASKYLA;JJK Jyväskylä
Finlandia - Ykkonen;AC Oulu;AC Oulu;AC Oulu;AC Oulu;AC Oulu;;Oulu;;;AC Oulu
Finlandia - Ykkonen;EIF;EIF;Ekenäs IF;EIF Ekenas;EIF;EIF;Ekenäs If;;;EIF Ekenäs
Finlandia - Ykkonen;Haka Valkeakoski;FC Haka;FC Haka Valkeakoski;FC Haka;Haka;FC Haka Valkeakoski;Haka;;;Haka Valkeakoski
Finlandia - Ykkonen;Honka;FC Honka;FC Honka;FC Honka Espoo;Honka;FC Honka;Honka;;;FC Honka
Finlandia - Ykkonen;FF Jaro;FF Jaro;FF Jaro Pietarsaari;FF Jaro;FF Jaro;;Jaro;;;FF Jaro
Finlandia - Ykkonen;Grankulla IFK;GrIFK;Grankulla IFK;Grankulla IFK;GrIFK Grankulla;;Grifk;;;Grankulla IFK
Finlandia - Ykkonen;IF Gnistan;IF Gnistan;IF Gnistan;IF Gnistan;IF Gnistan;IF Gnistan;Gnistan;;;IF Gnistan
Finlandia - Ykkonen;KPV Kokkola;KPV;KPV Kokkola;KPV Kokkola;KPV;;Kpv;;;KPV Kokkola
Finlandia - Ykkonen;OPS;OPS-JP;OPS Oulu;OPS Oulu;OPS;;Ops;;;OPS-jp Oulu
Finlandia - Ykkonen;TPS Turku;TPS;FC TPS Turku;TPS Turku;TPS;;Tps;;;TPS Turku
Svizzera - Super League;Basilea;Basel;FC Basel 1893;FC Basel;Basel;FC Basel;Basel;;BASEL;FC Basel
Svizzera - Super League;Young Boys Berna;Young Boys;BSC Young Boys Bern;BSC Young Boys;Young Boys;Young Boys Bern;Young Boys;;YOUNG BOYS;BSC Young Boys
Svizzera - Super League;Sion;FC Sion;FC Sion;FC Sion;Sion;FC Sion;Sion;;SION;FC Sion
Svizzera - Super League;Lucerna;Lucerne;FC Luzern;FC Luzern;Luzern;FC Luzern;Luzern;;LUZERN;FC Luzern
Svizzera - Super League;Lugano;Lugano;AC Lugano;FC Lugano;Lugano;FC Lugano;Lugano;;LUGANO;FC Lugano
Svizzera - Super League;Grasshoppers;Grasshoppers;Grasshoppers Zürich;Grasshoppers;Grasshopper;Grasshopper Club Zürich;Grasshopper;;GRASSHOPPERS;Grasshoppers Zürich
Svizzera - Super League;San Gallo;St Gallen;FC St. Gallen;St. Gallen;St. Gallen;FC St. Gallen;St. Gallen;;ST GALLEN;FC St. Gallen
Svizzera - Super League;Losanna;Lausanne Sports;FC Lausanne Sport;Lausanne-Sport;Lausanne;FC Lausanne-Sport;Lausanne Sport;;LAUSANNE;FC Lausanne-Sport
Svizzera - Super League;Thun;FC Thun;FC Thun;FC Thun;Thun;FC Thun;Thun;;THUN;FC Thun
Svizzera - Super League;Vaduz;FC Vaduz;FC Vaduz;FC Vaduz;FC Vaduz;FC Vaduz;Vaduz;;VADUZ;FC Vaduz
Svizzera - Challenge League;Zurigo;FC Zurich;FC Zürich;FC Zürich;FC Zuerich;FC Zürich;Zurich;;ZURICH;FC Zürich
Svizzera - Challenge League;Neuchatel Xamax;Neuchatel Xamax;Neuchâtel Xamax;Neuchâtel Xamax;Xamax;Neuchatel Xamax FC;Neuchâtel Xamax;;XAMAX;Neuchâtel Xamax FC
Svizzera - Challenge League;Servette;Servette;FC Servette Geneve;Servette FC;Servette;Servette Geneva FC;Servette;;SERVETTE;Servette Genève
Svizzera - Challenge League;Sciaffusa;FC Schaffhausen;FC Schaffhausen;FC Schaffhausen;Schaffhausen;FC Schaffhausen;Fc Schaffhausen;;SCHAFFHAUSEN;FC Schaffhausen
Svizzera - Challenge League;Aarau;Aarau;FC Aarau;FC Aarau;Aarau;FC Aarau;Aarau;;AARAU;FC Aarau
Svizzera - Challenge League;Winterthur;Winterthur;FC Winterthur;FC Winterthur;Winterthur;FC Winterthur;Winterthur;;WINTERTHUR;FC Winterthur
Svizzera - Challenge League;Wohlen;Wohlen FC;FC Wohlen;FC Wohlen;Wohlen;FC Wohlen;Wohlen;;WOHLEN;FC Wohlen
Svizzera - Challenge League;FC Le Mont Ls;Le Mont LS;FC Le Mont Lausanne;FC Le Mont;Le Mont LS;FC Le Mont LS;Le Mont;;;FC Le Mont
Svizzera - Challenge League;FC Chiasso;FC Chiasso;FC Chiasso;FC Chiasso;Chiasso;FC Chiasso;Chiasso;;CHIASSO;FC Chiasso
Svizzera - Challenge League;Wil;Wil 1900;FC Wil 1900;FC Wil;Wil;FC Wil 1900;Wil;;WIL;FC Wil 1900
Ungheria - NBI;Budapest Honved;Budapest Honved;Budapest Honvéd;Budapest Honved;Budapest Honved;Budapest Honved FC;Honvéd;;HONVED;Budapest Honvéd
Ungheria - NBI;Videoton;Videoton FC;Videoton Fehérvár;Videoton FC;Videoton FC;Videoton FC;Videoton;;FEHERVAR;FC Fehérvár
Ungheria - NBI;Budapest Vasas;Vasas SC;Vasas SC Budapest;Vasas SC;Vasas Budapest;SC Vasas Budapest;Vasas;;VASAS;Budapesti Vasas
Ungheria - NBI;Ferencvarosi;Ferencvarosi TC;Ferencvárosi TC Budapest;Ferencvaros TC;Ferencvaros;Ferencvarosi TC;Ferencváros;;FERENCVAROSI;Ferencvárosi TC
Ungheria - NBI;Haladas;Szombathelyi Haladas;Szombathelyi Haladás;Haladas;Haladas;Szombathelyi Haladas FC;Szombathelyi Haladás;;HALADAS;Szombathelyi Haladás
Ungheria - NBI;Ujpest FC;Ujpest;Újpest FC;Ujpest FC;Ujpest;Ujpest FC;Újpest;;UJPEST;Újpest FC
Ungheria - NBI;Paksi FC;Paksi Se;Paks FC;Paksi FC;Paksi SE;Paksi FC;Paksi Se;;PAKSI;Paksi SE
Ungheria - NBI;Mezokovesd Zsory;Mezokovesd Zsory;Mezokövesdi Zsóry;Mezokovesdi SE;Mezokovesd SE;Mezokovesd Zsory;Mez?kövesd-zsóry;;MEZOKOVESD;Mezõkövesd-Zsóry
Ungheria - NBI;Debrecen;Debrecen;Debreceni VSC;Debrecen VSC;Debrecen;Debreceni VSC;Debrecen;;DEBRECENI;Debreceni VSC
Ungheria - NBI;MTK Budapest FC;MTK Budapest;MTK Hungária;MTK Budapest;MTK Budapest;MTK Budapest FC;Mtk;;MTK;MTK Hungaria
Ungheria - NBI;Diosgyori VTK;Diosgyori VTK;Diósgy?ri VTK;Diosgyori VTK;Diosgyori VTK;Diosgyori Vtk;Diósgy?r;;DIOSGYOR;Diósgyöri VTK
Ungheria - NBI;Gyirmot FC;Gyirmot SE;Gyirmót SE;Gyirmót FC;Gyirmot;Gyirmot FC;Gyirmót;;GYIRMOT;Gyirmot SE
Ungheria - NB II;Puskas Akademia;Puskas Academy;;Puskás Akadémia;Puskas FC Academy;Puskas Akademia;Puskás Fc;;;
Ungheria - NB II;Kisvarda FC;Varda SE;;Kisvárda FC;Varda SE;;Várda Se;;;
Ungheria - NB II;Bekescsabai Elore SE;Bekescsaba;;Bekescsaba Elore;Bekescsaba;;Békéscsaba;;;
Ungheria - NB II;Balmazujvaros;Balmazujvarosi FC;;Balmazujvaros;Balmazujvaros;;Balmazújváros Sport;;;
Ungheria - NB II;Soroksar;Soroksar;;Soroksar;Soroksar SC;Soroksar;Soroksár Sc;;;
Ungheria - NB II;Dunakanyar Vac FC;Vac FC;;Vác FC;Vac FC;Dunakanyar Vac FC;Vác;;;
Ungheria - NB II;Szeged 2011;Szeged 2011;;Szegedi AK;Szeged 2011;;Szeged 2011;;;
Ungheria - NB II;Szolnoki MAV FC;Szolnoki Mav FC;;Szolnoki MAV;Szolnok;Szolnoki Mav FC;Szolnoki MÁv;;;
Ungheria - NB II;Dorogi;Dorogi FC;;Dorogi FC;Dorogi FC;;Dorogi Fc;;;
Ungheria - NB II;Mosonmagyarovar;MTE 1904;;Mosonmagyarovari;Mosonmagyarovari TE 1904;;Mosonmagyaróvári Te;;;
Ungheria - NB II;BGSZ Siofok;BFC Siofok;;BFC Siofok;BFC Siofok;;Siófok;;;
Ungheria - NB II;Zalaegerszeg;Zalaegerszegi TE;;Zalaegerszegi TE;Zalaegerszeg;;Zalaegerszegi Te;;;
Ungheria - NB II;Nyiregyhaza Spartacus FC;Nyiregyhaza Spartacus;;Nyiregyhaza;Nyiregyhaza Spartacus FC;;Nyíregyháza Spartacus;;;
Ungheria - NB II;Soproni VSE;Soproni VSE;;Soproni VSE;Soproni Vasutas SE;;Soproni Vse;;;
Ungheria - NB II;Budaorsi SC;Budaors SC;;Budaorsi SC;Budaors;;Budaörs;;;
Ungheria - NB II;Cegledi VSE;Cegledi VSE;;Cegledi VSE;Cegledi;;Ceglédi;;;
Ungheria - NB II;Kozarmisleny SE;Kozarmisleny SE;;Kozarmisleny SE;Kozarmisleny;;Kozármisleny;;;
Ungheria - NB II;Csakvari;Aqvital FC Csakvar;;Csakvari TK;Aqvital FC Csakvar;;Csákvári Tk;;;
Ungheria - NB II;Cigand SE;Cigand SE;;Cigand SE;Cigand;Cigand SE;Cigánd Se;;;
Ungheria - NB II;Szeol SC;Szeol SC;;SZEOL SC;Szeol SC;Szeol SC;Szeol;;;
Paraguay - Primera Division;Club Libertad;Libertad Asuncion;Libertad Asuncion;Libertad;Libertad;Club Libertad Asuncion;Libertad;;;
Paraguay - Primera Division;Olimpia Asuncion;Olimpia Asuncion;Olimpia Asuncion;Olimpia Asunción;Olimpia;Olimpia Asuncion;Olimpia;;;
Paraguay - Primera Division;Club Guarani;Guarani Asuncion;Guarani Asuncion;Club Guaraní;Guarani;Guarani Asuncion;Guaraní;;;
Paraguay - Primera Division;Cerro Porteno;Cerro Porteno;Cerro Porte?o;Cerro Porteño;Cerro Porteno;Cerro Porteno;Cerro Porteño;;;
Paraguay - Primera Division;Sol de America;Sol de America;Sol de America;Sol de América;Sol de America;Sol de America;Sol De America;;;
Paraguay - Primera Division;Independiente;Independiente FBC;Independiente FBC;Independiente FBC;Independiente CG;Independiente FBC;Independiente Fbc;;;
Paraguay - Primera Division;General Diaz;Club General Diaz;General Diaz;General Díaz;General Diaz;General Diaz;General Diaz;;;
Paraguay - Primera Division;Rubio Nu;Rubio Nu;Rubio Nu;Club Rubio Ñu;Rubio Nu;Rubio Nu;Rubio Nu;;;
Paraguay - Primera Division;Deportivo Capiata;Deportivo Capiata;Deportivo Capiatá;Deportivo Capiatá;Deportivo Capiata;Deportivo Capiata;Deportivo Capiata;;;
Paraguay - Primera Division;Nacional FC;Nacional Asuncion;Nacional Asuncion;Nacional Asunción;Nacional;Nacional Asuncion;Nacional Asunción;;;
Paraguay - Primera Division;Sportivo Luqueno;Sportivo Luqueno;Sportivo Luqueno;Sportivo Luqueño;Luqueno;Club Sportivo Luqueno;Sportivo Luqueño;;;
Paraguay - Primera Division;Sportivo Trinidense;Sportivo Trinidense;Sportivo Trinidense;Sportivo Trinidense;Sportivo Trinidense;Sportivo Trinidense;Sportivo Trinidense;;;
Islanda - Urvalsdeild;Breidablik;Breidablik;Breidablik Kopavogur;Breidablik;Breidablik;Breidablik Kopavogur;Breidablik;;BREIDABLIK;Breiðablik
Islanda - Urvalsdeild;Hafnarfjordur;FH Hafnarfjordur;FH Hafnarfjordur;FH Hafnarfjordur;FH Hafnarfjordur;FH Hafnarfjordur;Fh;;HAFNARFJORDUR;FH Hafnarfjördur
Islanda - Urvalsdeild;Fjolnir Reykjavik;Fjolnir;Fjolnir Reykjavik;Fjölnir;Fjolnir;Fjolnir Reykjavik;Fjölnir;;FJOLNIR;Fjölnir Reykjavík
Islanda - Urvalsdeild;Grindavik;Grindavik;;UMF Grindavik;Grindavik;UMF Grindavik;Grindavík;;GRINDAVIK;Grindavik
Islanda - Urvalsdeild;IA Akranes;IA Akranes;IA Akranes;IA Akranes;IA Akranes;IA Akranes;Ía;;AKRANES;ÍA Akranes
Islanda - Urvalsdeild;IBV;IBV Vestmannaeyjar;IBV Vestmannaeyjar;IBV Vestmannaeyjar;IBV Vestmannaeyjar;;Íbv;;VESTMANNAEYJAR;IB Vestmannaeyjar
Islanda - Urvalsdeild;Ka Akureyri;KA Akureyri;;KA Akureyri;KA Akureyri;KA Akureyri;Ka;;AKUREYRI;KA Akureyri
Islanda - Urvalsdeild;KR Reykjavik;KR Reykjavik;KR Reykjavik;KR Reykjavik;KR Reykjavik;KR Reykjavik;Kr;;KR REYKJAVIK;KR Reykjavik
Islanda - Urvalsdeild;Stjarnan;Stjarnan;Stjarnan Gardabaer;Stjarnan FC;Stjarnan;Stjarnan Gardabae;Stjarnan;;STJARNAN;UMF Stjarnan
Islanda - Urvalsdeild;Valur Reykjavik;Valur Reykjavik;Valur Reykjavik;Valur Reykjavik;Valur;Valur Reykjavik;Valur;;VALUR;Valur Reykjavik
Islanda - Urvalsdeild;Vikingur Olafsvik;Vikingur Olafsvik;Vikingur ?lafsvik;Vikingur Olafsvik;Vikingur Olafsvik;Vikingur Olafsvik;Víkingur Ólafsvík;;VIKINGUR OLAF.;Víkingur Ólafsvík
Islanda - Urvalsdeild;Vikingur Reykjavik;Vikingur Reykjavik;Vikingur Reykjavik;Vikingur Reykjavik;Vikingur Reykjavik;Vikingur Reykjavik;Víkingur Reykjavík;;VIKINGUR REYK.;Vikingur Reykjavik
Colombia - Primera A;Nacional Medellin;Atletico Nacional Medellin;Nacional Medellin;Atlético Nacional;Atletico Nacional;Atlético Nacional Medellin;Atlético Nacional;;ATLETICO NACIONAL;Atlético Nacional
Colombia - Primera A;Independiente Medellin;Independiente Medellin;Ind. Medellin;Ind. Medellin;Independiente Medellin;Independiente Medellin;Ind. Medellin;;INDEP. MEDELLIN;Independiente Medellín
Colombia - Primera A;Deportivo Cali;Deportivo Cali;Deportivo Cali;Deportivo Cali;Deportivo Cali;Deportivo Cali;Deportivo Cali;;DEPORTIVO CALI;Deportivo Cali
Colombia - Primera A;Deportivo Pasto;Deportivo Pasto;Deportivo Pasto;Deportivo Pasto;Deportivo Pasto;Deportivo Pasto;Dep. Pasto;;DEPORTIVO PASTO;Deportivo Pasto
Colombia - Primera A;Jaguares de Cordoba;Jaguares de Cordoba;;Jaguares;CD Jaguares;Jaguares de Córdoba;Jaguares De Cordoba;;JAGUARES CORDOBA;Jaguares de Córdoba
Colombia - Primera A;America Cali;America de Cali;;América de Cali;America de Cali;America De Cali;America De Cali;;AMERICA DE CALI;América de Cali
Colombia - Primera A;Alianza Petrolera;Alianza Petrolera;Alianza Petrolera;Alianza Petrolera;Alianza Petrolera;Alianza Petrolera;Alianza Petrolera;;ALIANZA PETROLERA;Alianza Petrolera
Colombia - Primera A;Millonarios;Millonarios;Los Millionarios;Millonarios;Millonarios;Millonarios FC;Millonarios;;LOS MILLONARIOS;Millonarios
Colombia - Primera A;Independiente Santa Fe;Independiente Santa Fe;Santa Fe;Ind. Santa Fe;Santa Fe;Independiente Santa Fe;Santa Fe;;INDEP. SANTA FE;Independiente Santa Fé
Colombia - Primera A;Boyaca Patriotas;Patriotas FC;Patriotas FC;Patriotas FC;Patriotas;Patriotas Boyacá F.C.;Patriotas;;PATRIOTAS FC;Patriotas FC
Colombia - Primera A;La Equidad;La Equidad;La Equidad;La Equidad;La Equidad;Deportivo La Equidad;La Equidad;;LA EQUIDAD;La Equidad
Colombia - Primera A;Atletico Bucaramanga;Atletico Bucaramanga;;Atl. Bucaramanga;Bucaramanga;Atletico Bucaramanga;Atlético Bucaramanga;;BUCARAMANGA;Atlético Bucaramanga
Colombia - Primera A;Tigres FC;Tigres FC;;Tigres FC (COL);Tigres FC;Tigres FC;Tigres Uanl;;TIGRES BOGOTA;Tigres FC
Colombia - Primera A;Deportes Tolima;Deportes Tolima;Deportes Tolima;Deportes Tolima;Tolima;Deportes Tolima;Deportes Tolima;;DEPORTES TOLIMA;Deportes Tolima
Colombia - Primera A;Atletico Huila;Atletico Huila;Atlético Huila;Atlético Huila;Atletico Huila;Atletico Huila;Atletico Huila;;ATLETICO HUILA;Atlético Huila
Colombia - Primera A;Once Caldas;Once Caldas;Once Caldas;Once Caldas;Once Caldas;Once Caldas S. A.;Once Caldas;;ONCE CALDAS;Once Caldas
Colombia - Primera A;RIONEGRO AGUILAS;Rionegro Aguilas;Águilas Doradas;Rionegro Águilas;Rionegro Aguilas;Aguilas Pereira;Aguilas;;AGUILAS DORADAS;Rionegro Águilas
Colombia - Primera A;Junior Barranquilla;Junior;Junior Barranquilla;Junior Barranquilla;Atletico Junior;Club Atlético Junior;Junior;;JUNIOR BARRANQUILL;Atlético Junior
Colombia - Primera A;Envigado FC;Envigado FC;Envigado FC;Envigado FC;Envigado;Envigado FC;Envigado;;ENVIGADO FC;CD Envigado
Colombia - Primera A;Club Cortulua;Cortulua;;Cortuluá;Cortulua;Cortulua;Cortulua;;CORTULUA;Cortulua
Cile - Primera Division;Colo Colo;Colo Colo;Colo Colo;Colo Colo;Colo Colo;Colo Colo;Colo Colo;;COLO COLO;Colo Colo
Cile - Primera Division;Deportes Iquique;Deportes Iquique;Municipal Iquique;Deportes Iquique;Deportes Iquique;Deportes Iquique;Deportes Iquique;;DEPORTES IQUIQUE;Deportes Iquique
Cile - Primera Division;Universidad de Chile;Universidad de Chile;Universidad de Chile;Univ de Chile;Universidad de Chile;Universidad de Chile;Universidad Chile;;UN. DE CHILE;Universidad de Chile
Cile - Primera Division;Everton de Vina Del Mar;Everton de Vina;CD Everton;Everton de Vina;Everton CD;Everton de Vina del Mar;Everton;;EVERTON DV;Everton
Cile - Primera Division;O'Higgins FC;O'Higgins;O´Higgins SADP;O Higgins;O'Higgins;CD O`Higgins;O'higgins;;O HIGGINS;O'Higgins
Cile - Primera Division;Audax Italiano;Audax Italiano;Audax Italiano;Audax Italiano;Audax Italiano;Audax Italiano La Florida;Audax Italiano;;AUDAX ITALIANO;Audax Italiano
Cile - Primera Division;Union Espanola;Union Espanola;Unión Espanola;Unión Española;Union Espanola;Union Espanola;Union Espanola;;UNION ESPANOLA;Unión Española
Cile - Primera Division;Universidad de Concepcion;Universidad de Concepcion;Universid. de Concepción;Univ de Concepcion;Universidad de Concepcion;Universidad de Concepción;Univ. Concepción;;UN. CONCEPCION;Universidad Concepcion
Cile - Primera Division;Deportes Temuco;Deportes Temuco;Deportes Temuco;Deportes Temuco;Deportes Temuco;Deportes Temuco;Deportes Temuco;;DEPORTES TEMUCO;Deportes Temuco
Cile - Primera Division;Huachipato;Huachipato;CD Huachipato;CD Huachipato;Huachipato;Huachipato;Huachipato;;HUACHIPATO;CD Huachipato
Cile - Primera Division;Universidad Catolica;Universidad Catolica;CD Universiad Católica;Universidad Católica;Universidad Catolica;Universidad Catolica;Universidad Católica;;UN. CATOLICA;Universidad Católica
Cile - Primera Division;San Luis de Quillota;San Luis Quillota;San Luis Quillota;San Luis Quillota;San Luis;San Luis de Quillota;San Luis;;SAN LUIS;San Luis
